"id","sid","default_state","default_city","default_type","zip_code"
1,1,"AL","ABBEVILLE","STANDARD","36310"
2,1,"AL","ABERNANT","PO BOX","35440"
3,1,"AL","ADAMSVILLE","STANDARD","35005"
4,1,"AL","ADDISON","STANDARD","35540"
5,1,"AL","ADGER","STANDARD","35006"
6,1,"AL","AKRON","STANDARD","35441"
7,1,"AL","ALABASTER","STANDARD","35007"
8,1,"AL","ALABASTER","STANDARD","35114"
9,1,"AL","ALBERTA","STANDARD","36720"
10,1,"AL","ALBERTVILLE","STANDARD","35950"
11,1,"AL","ALBERTVILLE","STANDARD","35951"
12,1,"AL","ALEXANDER CITY","STANDARD","35010"
13,1,"AL","ALEXANDER CITY","PO BOX","35011"
14,1,"AL","ALEXANDRIA","STANDARD","36250"
15,1,"AL","ALICEVILLE","STANDARD","35442"
16,1,"AL","ALLGOOD","PO BOX","35013"
17,1,"AL","ALPINE","STANDARD","35014"
18,1,"AL","ALTON","PO BOX","35015"
19,1,"AL","ALTOONA","STANDARD","35952"
20,1,"AL","ANDALUSIA","STANDARD","36420"
21,1,"AL","ANDALUSIA","STANDARD","36421"
22,1,"AL","ANDERSON","STANDARD","35610"
23,1,"AL","ANNISTON","STANDARD","36201"
24,1,"AL","ANNISTON","PO BOX","36202"
25,1,"AL","ANNISTON","PO BOX","36204"
26,1,"AL","ANNISTON","STANDARD","36205"
27,1,"AL","ANNISTON","STANDARD","36206"
28,1,"AL","ANNISTON","STANDARD","36207"
29,1,"AL","ARAB","STANDARD","35016"
30,1,"AL","ARDMORE","STANDARD","35739"
31,1,"AL","ARITON","STANDARD","36311"
32,1,"AL","ARLEY","STANDARD","35541"
33,1,"AL","ARLINGTON","STANDARD","36722"
34,1,"AL","ASHFORD","STANDARD","36312"
35,1,"AL","ASHLAND","STANDARD","36251"
36,1,"AL","ASHVILLE","STANDARD","35953"
37,1,"AL","ATHENS","STANDARD","35611"
38,1,"AL","ATHENS","PO BOX","35612"
39,1,"AL","ATHENS","STANDARD","35613"
40,1,"AL","ATHENS","STANDARD","35614"
41,1,"AL","ATMORE","STANDARD","36502"
42,1,"AL","ATMORE","PO BOX","36503"
43,1,"AL","ATMORE","PO BOX","36504"
44,1,"AL","ATTALLA","STANDARD","35954"
45,1,"AL","AUBURN","STANDARD","36830"
46,1,"AL","AUBURN","PO BOX","36831"
47,1,"AL","AUBURN","STANDARD","36832"
48,1,"AL","AUBURN UNIVERSITY","UNIQUE","36849"
49,1,"AL","AUTAUGAVILLE","STANDARD","36003"
50,1,"AL","AXIS","STANDARD","36505"
51,1,"AL","BAILEYTON","STANDARD","35019"
52,1,"AL","BANKS","STANDARD","36005"
53,1,"AL","BANKSTON","STANDARD","35542"
54,1,"AL","BAY MINETTE","STANDARD","36507"
55,1,"AL","BAYOU LA BATRE","STANDARD","36509"
56,1,"AL","BEAR CREEK","STANDARD","35543"
57,1,"AL","BEATRICE","STANDARD","36425"
58,1,"AL","BEAVERTON","STANDARD","35544"
59,1,"AL","BELK","PO BOX","35545"
60,1,"AL","BELLAMY","PO BOX","36901"
61,1,"AL","BELLE MINA","PO BOX","35615"
62,1,"AL","BELLWOOD","PO BOX","36313"
63,1,"AL","BERRY","STANDARD","35546"
64,1,"AL","BESSEMER","STANDARD","35020"
65,1,"AL","BESSEMER","PO BOX","35021"
66,1,"AL","BESSEMER","STANDARD","35022"
67,1,"AL","BESSEMER","STANDARD","35023"
68,1,"AL","BILLINGSLEY","STANDARD","36006"
69,1,"AL","BIRMINGHAM","PO BOX","35201"
70,1,"AL","BIRMINGHAM","PO BOX","35202"
71,1,"AL","BIRMINGHAM","STANDARD","35203"
72,1,"AL","BIRMINGHAM","STANDARD","35204"
73,1,"AL","BIRMINGHAM","STANDARD","35205"
74,1,"AL","BIRMINGHAM","STANDARD","35206"
75,1,"AL","BIRMINGHAM","STANDARD","35207"
76,1,"AL","BIRMINGHAM","STANDARD","35208"
77,1,"AL","BIRMINGHAM","STANDARD","35209"
78,1,"AL","BIRMINGHAM","STANDARD","35210"
79,1,"AL","BIRMINGHAM","STANDARD","35211"
80,1,"AL","BIRMINGHAM","STANDARD","35212"
81,1,"AL","BIRMINGHAM","STANDARD","35213"
82,1,"AL","BIRMINGHAM","STANDARD","35214"
83,1,"AL","BIRMINGHAM","STANDARD","35215"
84,1,"AL","BIRMINGHAM","STANDARD","35216"
85,1,"AL","BIRMINGHAM","STANDARD","35217"
86,1,"AL","BIRMINGHAM","STANDARD","35218"
87,1,"AL","BIRMINGHAM","PO BOX","35219"
88,1,"AL","BIRMINGHAM","PO BOX","35220"
89,1,"AL","BIRMINGHAM","STANDARD","35221"
90,1,"AL","BIRMINGHAM","STANDARD","35222"
91,1,"AL","BIRMINGHAM","STANDARD","35223"
92,1,"AL","BIRMINGHAM","STANDARD","35224"
93,1,"AL","BIRMINGHAM","STANDARD","35226"
94,1,"AL","BIRMINGHAM","STANDARD","35228"
95,1,"AL","BIRMINGHAM","UNIQUE","35229"
96,1,"AL","BIRMINGHAM","PO BOX","35231"
97,1,"AL","BIRMINGHAM","PO BOX","35232"
98,1,"AL","BIRMINGHAM","STANDARD","35233"
99,1,"AL","BIRMINGHAM","STANDARD","35234"
100,1,"AL","BIRMINGHAM","STANDARD","35235"
101,1,"AL","BIRMINGHAM","PO BOX","35236"
102,1,"AL","BIRMINGHAM","PO BOX","35237"
103,1,"AL","BIRMINGHAM","PO BOX","35238"
104,1,"AL","BIRMINGHAM","STANDARD","35242"
105,1,"AL","BIRMINGHAM","STANDARD","35243"
106,1,"AL","BIRMINGHAM","STANDARD","35244"
107,1,"AL","BIRMINGHAM","UNIQUE","35246"
108,1,"AL","BIRMINGHAM","UNIQUE","35249"
109,1,"AL","BIRMINGHAM","PO BOX","35253"
110,1,"AL","BIRMINGHAM","UNIQUE","35254"
111,1,"AL","BIRMINGHAM","PO BOX","35255"
112,1,"AL","BIRMINGHAM","PO BOX","35259"
113,1,"AL","BIRMINGHAM","PO BOX","35260"
114,1,"AL","BIRMINGHAM","PO BOX","35261"
115,1,"AL","BIRMINGHAM","PO BOX","35266"
116,1,"AL","BIRMINGHAM","UNIQUE","35270"
117,1,"AL","BIRMINGHAM","UNIQUE","35282"
118,1,"AL","BIRMINGHAM","PO BOX","35283"
119,1,"AL","BIRMINGHAM","UNIQUE","35285"
120,1,"AL","BIRMINGHAM","UNIQUE","35287"
121,1,"AL","BIRMINGHAM","UNIQUE","35288"
122,1,"AL","BIRMINGHAM","UNIQUE","35290"
123,1,"AL","BIRMINGHAM","UNIQUE","35291"
124,1,"AL","BIRMINGHAM","UNIQUE","35292"
125,1,"AL","BIRMINGHAM","UNIQUE","35293"
126,1,"AL","BIRMINGHAM","UNIQUE","35294"
127,1,"AL","BIRMINGHAM","UNIQUE","35295"
128,1,"AL","BIRMINGHAM","UNIQUE","35296"
129,1,"AL","BIRMINGHAM","UNIQUE","35297"
130,1,"AL","BIRMINGHAM","UNIQUE","35298"
131,1,"AL","BLACK","STANDARD","36314"
132,1,"AL","BLOUNTSVILLE","STANDARD","35031"
133,1,"AL","BOAZ","STANDARD","35956"
134,1,"AL","BOAZ","STANDARD","35957"
135,1,"AL","BOLIGEE","STANDARD","35443"
136,1,"AL","BON AIR","PO BOX","35032"
137,1,"AL","BON SECOUR","STANDARD","36511"
138,1,"AL","BOOTH","STANDARD","36008"
139,1,"AL","BOYKIN","PO BOX","36723"
140,1,"AL","BRANTLEY","STANDARD","36009"
141,1,"AL","BREMEN","STANDARD","35033"
142,1,"AL","BRENT","STANDARD","35034"
143,1,"AL","BREWTON","STANDARD","36426"
144,1,"AL","BREWTON","PO BOX","36427"
145,1,"AL","BRIDGEPORT","STANDARD","35740"
146,1,"AL","BRIERFIELD","STANDARD","35035"
147,1,"AL","BRILLIANT","STANDARD","35548"
148,1,"AL","BROOKLYN","PO BOX","36429"
149,1,"AL","BROOKSIDE","PO BOX","35036"
150,1,"AL","BROOKWOOD","STANDARD","35444"
151,1,"AL","BROWNSBORO","STANDARD","35741"
152,1,"AL","BRUNDIDGE","STANDARD","36010"
153,1,"AL","BRYANT","STANDARD","35958"
154,1,"AL","BUCKS","PO BOX","36512"
155,1,"AL","BUHL","STANDARD","35446"
156,1,"AL","BURNWELL","PO BOX","35038"
157,1,"AL","BUTLER","STANDARD","36904"
158,1,"AL","BYNUM","PO BOX","36253"
159,1,"AL","CALERA","STANDARD","35040"
160,1,"AL","CALVERT","PO BOX","36513"
161,1,"AL","CAMDEN","STANDARD","36726"
162,1,"AL","CAMP HILL","STANDARD","36850"
163,1,"AL","CAMPBELL","STANDARD","36727"
164,1,"AL","CAPSHAW","PO BOX","35742"
165,1,"AL","CARBON HILL","STANDARD","35549"
166,1,"AL","CARROLLTON","STANDARD","35447"
167,1,"AL","CASTLEBERRY","STANDARD","36432"
168,1,"AL","CATHERINE","STANDARD","36728"
169,1,"AL","CECIL","STANDARD","36013"
170,1,"AL","CEDAR BLUFF","STANDARD","35959"
171,1,"AL","CENTRE","STANDARD","35960"
172,1,"AL","CENTREVILLE","STANDARD","35042"
173,1,"AL","CHANCELLOR","STANDARD","36316"
174,1,"AL","CHAPMAN","PO BOX","36015"
175,1,"AL","CHATOM","STANDARD","36518"
176,1,"AL","CHELSEA","STANDARD","35043"
177,1,"AL","CHEROKEE","STANDARD","35616"
178,1,"AL","CHILDERSBURG","STANDARD","35044"
179,1,"AL","CHOCCOLOCCO","PO BOX","36254"
180,1,"AL","CHUNCHULA","STANDARD","36521"
181,1,"AL","CITRONELLE","STANDARD","36522"
182,1,"AL","CLANTON","STANDARD","35045"
183,1,"AL","CLANTON","STANDARD","35046"
184,1,"AL","CLAY","PO BOX","35048"
185,1,"AL","CLAYTON","STANDARD","36016"
186,1,"AL","CLEVELAND","STANDARD","35049"
187,1,"AL","CLINTON","PO BOX","35448"
188,1,"AL","CLIO","STANDARD","36017"
189,1,"AL","CLOPTON","STANDARD","36317"
190,1,"AL","CLOVERDALE","PO BOX","35617"
191,1,"AL","COALING","PO BOX","35449"
192,1,"AL","CODEN","STANDARD","36523"
193,1,"AL","COFFEE SPRINGS","STANDARD","36318"
194,1,"AL","COFFEEVILLE","STANDARD","36524"
195,1,"AL","COKER","STANDARD","35452"
196,1,"AL","COLLINSVILLE","STANDARD","35961"
197,1,"AL","COLUMBIA","STANDARD","36319"
198,1,"AL","COLUMBIANA","STANDARD","35051"
199,1,"AL","COOK SPRINGS","PO BOX","35052"
200,1,"AL","COOSADA","STANDARD","36020"
201,1,"AL","CORDOVA","STANDARD","35550"
202,1,"AL","COTTONDALE","STANDARD","35453"
203,1,"AL","COTTONTON","PO BOX","36851"
204,1,"AL","COTTONWOOD","STANDARD","36320"
205,1,"AL","COURTLAND","STANDARD","35618"
206,1,"AL","COWARTS","STANDARD","36321"
207,1,"AL","COY","STANDARD","36435"
208,1,"AL","CRAGFORD","STANDARD","36255"
209,1,"AL","CRANE HILL","STANDARD","35053"
210,1,"AL","CREOLA","STANDARD","36525"
211,1,"AL","CROPWELL","STANDARD","35054"
212,1,"AL","CROSSVILLE","STANDARD","35962"
213,1,"AL","CUBA","STANDARD","36907"
214,1,"AL","CULLMAN","STANDARD","35055"
215,1,"AL","CULLMAN","PO BOX","35056"
216,1,"AL","CULLMAN","STANDARD","35057"
217,1,"AL","CULLMAN","STANDARD","35058"
218,1,"AL","CUSSETA","STANDARD","36852"
219,1,"AL","DADEVILLE","STANDARD","36853"
220,1,"AL","DALEVILLE","STANDARD","36322"
221,1,"AL","DANVILLE","STANDARD","35619"
222,1,"AL","DAPHNE","STANDARD","36526"
223,1,"AL","DAPHNE","STANDARD","36527"
224,1,"AL","DAUPHIN ISLAND","STANDARD","36528"
225,1,"AL","DAVISTON","STANDARD","36256"
226,1,"AL","DAWSON","STANDARD","35963"
227,1,"AL","DE ARMANVILLE","PO BOX","36257"
228,1,"AL","DEATSVILLE","STANDARD","36022"
229,1,"AL","DECATUR","STANDARD","35601"
230,1,"AL","DECATUR","PO BOX","35602"
231,1,"AL","DECATUR","STANDARD","35603"
232,1,"AL","DECATUR","PO BOX","35609"
233,1,"AL","DECATUR","UNIQUE","35699"
234,1,"AL","DEER PARK","STANDARD","36529"
235,1,"AL","DELMAR","PO BOX","35551"
236,1,"AL","DELTA","STANDARD","36258"
237,1,"AL","DEMOPOLIS","STANDARD","36732"
238,1,"AL","DETROIT","STANDARD","35552"
239,1,"AL","DICKINSON","STANDARD","36436"
240,1,"AL","DIXONS MILLS","STANDARD","36736"
241,1,"AL","DOCENA","PO BOX","35060"
242,1,"AL","DOLOMITE","STANDARD","35061"
243,1,"AL","DORA","STANDARD","35062"
244,1,"AL","DOTHAN","STANDARD","36301"
245,1,"AL","DOTHAN","PO BOX","36302"
246,1,"AL","DOTHAN","STANDARD","36303"
247,1,"AL","DOTHAN","PO BOX","36304"
248,1,"AL","DOTHAN","STANDARD","36305"
249,1,"AL","DOUBLE SPRINGS","STANDARD","35553"
250,1,"AL","DOUGLAS","PO BOX","35964"
251,1,"AL","DOZIER","STANDARD","36028"
252,1,"AL","DUNCANVILLE","STANDARD","35456"
253,1,"AL","DUTTON","STANDARD","35744"
254,1,"AL","EAST TALLASSEE","PO BOX","36023"
255,1,"AL","EASTABOGA","STANDARD","36260"
256,1,"AL","ECHOLA","STANDARD","35457"
257,1,"AL","ECLECTIC","STANDARD","36024"
258,1,"AL","EDWARDSVILLE","PO BOX","36261"
259,1,"AL","EIGHT MILE","STANDARD","36613"
260,1,"AL","ELBA","STANDARD","36323"
261,1,"AL","ELBERTA","STANDARD","36530"
262,1,"AL","ELDRIDGE","STANDARD","35554"
263,1,"AL","ELKMONT","STANDARD","35620"
264,1,"AL","ELMORE","STANDARD","36025"
265,1,"AL","ELROD","STANDARD","35458"
266,1,"AL","EMELLE","STANDARD","35459"
267,1,"AL","EMPIRE","STANDARD","35063"
268,1,"AL","ENTERPRISE","STANDARD","36330"
269,1,"AL","ENTERPRISE","PO BOX","36331"
270,1,"AL","EPES","STANDARD","35460"
271,1,"AL","EQUALITY","STANDARD","36026"
272,1,"AL","ESTILLFORK","STANDARD","35745"
273,1,"AL","ETHELSVILLE","STANDARD","35461"
274,1,"AL","EUFAULA","STANDARD","36027"
275,1,"AL","EUFAULA","PO BOX","36072"
276,1,"AL","EUTAW","STANDARD","35462"
277,1,"AL","EVA","STANDARD","35621"
278,1,"AL","EVERGREEN","STANDARD","36401"
279,1,"AL","EXCEL","PO BOX","36439"
280,1,"AL","FACKLER","STANDARD","35746"
281,1,"AL","FAIRFIELD","STANDARD","35064"
282,1,"AL","FAIRHOPE","STANDARD","36532"
283,1,"AL","FAIRHOPE","PO BOX","36533"
284,1,"AL","FALKVILLE","STANDARD","35622"
285,1,"AL","FAUNSDALE","STANDARD","36738"
286,1,"AL","FAYETTE","STANDARD","35555"
287,1,"AL","FITZPATRICK","STANDARD","36029"
288,1,"AL","FIVE POINTS","STANDARD","36855"
289,1,"AL","FLAT ROCK","STANDARD","35966"
290,1,"AL","FLOMATON","STANDARD","36441"
291,1,"AL","FLORALA","STANDARD","36442"
292,1,"AL","FLORENCE","STANDARD","35630"
293,1,"AL","FLORENCE","PO BOX","35631"
294,1,"AL","FLORENCE","UNIQUE","35632"
295,1,"AL","FLORENCE","STANDARD","35633"
296,1,"AL","FLORENCE","STANDARD","35634"
297,1,"AL","FOLEY","STANDARD","36535"
298,1,"AL","FOLEY","PO BOX","36536"
299,1,"AL","FOREST HOME","STANDARD","36030"
300,1,"AL","FORKLAND","STANDARD","36740"
301,1,"AL","FORT DAVIS","PO BOX","36031"
302,1,"AL","FORT DEPOSIT","STANDARD","36032"
303,1,"AL","FORT MITCHELL","STANDARD","36856"
304,1,"AL","FORT PAYNE","STANDARD","35967"
305,1,"AL","FORT PAYNE","STANDARD","35968"
306,1,"AL","FORT RUCKER","STANDARD","36362"
307,1,"AL","FOSTERS","STANDARD","35463"
308,1,"AL","FRANKLIN","STANDARD","36444"
309,1,"AL","FRANKVILLE","STANDARD","36538"
310,1,"AL","FRISCO CITY","STANDARD","36445"
311,1,"AL","FRUITDALE","STANDARD","36539"
312,1,"AL","FRUITHURST","STANDARD","36262"
313,1,"AL","FULTON","PO BOX","36446"
314,1,"AL","FULTONDALE","STANDARD","35068"
315,1,"AL","FURMAN","PO BOX","36741"
316,1,"AL","FYFFE","STANDARD","35971"
317,1,"AL","GADSDEN","STANDARD","35901"
318,1,"AL","GADSDEN","PO BOX","35902"
319,1,"AL","GADSDEN","STANDARD","35903"
320,1,"AL","GADSDEN","STANDARD","35904"
321,1,"AL","GADSDEN","STANDARD","35905"
322,1,"AL","GADSDEN","STANDARD","35907"
323,1,"AL","GAINESTOWN","STANDARD","36540"
324,1,"AL","GAINESVILLE","STANDARD","35464"
325,1,"AL","GALLANT","STANDARD","35972"
326,1,"AL","GALLION","STANDARD","36742"
327,1,"AL","GANTT","PO BOX","36038"
328,1,"AL","GARDEN CITY","PO BOX","35070"
329,1,"AL","GARDENDALE","STANDARD","35071"
330,1,"AL","GAYLESVILLE","STANDARD","35973"
331,1,"AL","GENEVA","STANDARD","36340"
332,1,"AL","GEORGIANA","STANDARD","36033"
333,1,"AL","GERALDINE","STANDARD","35974"
334,1,"AL","GILBERTOWN","STANDARD","36908"
335,1,"AL","GLEN ALLEN","PO BOX","35559"
336,1,"AL","GLENWOOD","STANDARD","36034"
337,1,"AL","GOODSPRINGS","PO BOX","35560"
338,1,"AL","GOODWATER","STANDARD","35072"
339,1,"AL","GORDO","STANDARD","35466"
340,1,"AL","GORDON","STANDARD","36343"
341,1,"AL","GOSHEN","STANDARD","36035"
342,1,"AL","GRADY","STANDARD","36036"
343,1,"AL","GRAHAM","STANDARD","36263"
344,1,"AL","GRAND BAY","STANDARD","36541"
345,1,"AL","GRANT","STANDARD","35747"
346,1,"AL","GRAYSVILLE","STANDARD","35073"
347,1,"AL","GREEN POND","PO BOX","35074"
348,1,"AL","GREENSBORO","STANDARD","36744"
349,1,"AL","GREENVILLE","STANDARD","36037"
350,1,"AL","GROVE HILL","STANDARD","36451"
351,1,"AL","GROVEOAK","STANDARD","35975"
352,1,"AL","GUIN","STANDARD","35563"
353,1,"AL","GULF SHORES","STANDARD","36542"
354,1,"AL","GULF SHORES","PO BOX","36547"
355,1,"AL","GUNTERSVILLE","STANDARD","35976"
356,1,"AL","GURLEY","STANDARD","35748"
357,1,"AL","HACKLEBURG","STANDARD","35564"
358,1,"AL","HALEYVILLE","STANDARD","35565"
359,1,"AL","HAMILTON","STANDARD","35570"
360,1,"AL","HANCEVILLE","STANDARD","35077"
361,1,"AL","HARDAWAY","STANDARD","36039"
362,1,"AL","HARPERSVILLE","STANDARD","35078"
363,1,"AL","HARTFORD","STANDARD","36344"
364,1,"AL","HARTSELLE","STANDARD","35640"
365,1,"AL","HARVEST","STANDARD","35749"
366,1,"AL","HATCHECHUBBEE","STANDARD","36858"
367,1,"AL","HAYDEN","STANDARD","35079"
368,1,"AL","HAYNEVILLE","STANDARD","36040"
369,1,"AL","HAZEL GREEN","STANDARD","35750"
370,1,"AL","HEADLAND","STANDARD","36345"
371,1,"AL","HEFLIN","STANDARD","36264"
372,1,"AL","HELENA","STANDARD","35080"
373,1,"AL","HENAGAR","STANDARD","35978"
374,1,"AL","HIGDON","STANDARD","35979"
375,1,"AL","HIGHLAND HOME","STANDARD","36041"
376,1,"AL","HILLSBORO","STANDARD","35643"
377,1,"AL","HODGES","STANDARD","35571"
378,1,"AL","HOLLINS","PO BOX","35082"
379,1,"AL","HOLLY POND","STANDARD","35083"
380,1,"AL","HOLLYTREE","STANDARD","35751"
381,1,"AL","HOLLYWOOD","STANDARD","35752"
382,1,"AL","HOLY TRINITY","PO BOX","36859"
383,1,"AL","HONORAVILLE","STANDARD","36042"
384,1,"AL","HOPE HULL","STANDARD","36043"
385,1,"AL","HORTON","STANDARD","35980"
386,1,"AL","HOUSTON","STANDARD","35572"
387,1,"AL","HUNTSVILLE","STANDARD","35801"
388,1,"AL","HUNTSVILLE","STANDARD","35802"
389,1,"AL","HUNTSVILLE","STANDARD","35803"
390,1,"AL","HUNTSVILLE","PO BOX","35804"
391,1,"AL","HUNTSVILLE","STANDARD","35805"
392,1,"AL","HUNTSVILLE","STANDARD","35806"
393,1,"AL","HUNTSVILLE","PO BOX","35807"
394,1,"AL","HUNTSVILLE","STANDARD","35808"
395,1,"AL","HUNTSVILLE","PO BOX","35809"
396,1,"AL","HUNTSVILLE","STANDARD","35810"
397,1,"AL","HUNTSVILLE","STANDARD","35811"
398,1,"AL","HUNTSVILLE","PO BOX","35812"
399,1,"AL","HUNTSVILLE","STANDARD","35813"
400,1,"AL","HUNTSVILLE","PO BOX","35814"
401,1,"AL","HUNTSVILLE","PO BOX","35815"
402,1,"AL","HUNTSVILLE","STANDARD","35816"
403,1,"AL","HUNTSVILLE","STANDARD","35824"
404,1,"AL","HUNTSVILLE","UNIQUE","35893"
405,1,"AL","HUNTSVILLE","UNIQUE","35894"
406,1,"AL","HUNTSVILLE","UNIQUE","35895"
407,1,"AL","HUNTSVILLE","UNIQUE","35896"
408,1,"AL","HUNTSVILLE","UNIQUE","35897"
409,1,"AL","HUNTSVILLE","UNIQUE","35898"
410,1,"AL","HUNTSVILLE","UNIQUE","35899"
411,1,"AL","HURTSBORO","STANDARD","36860"
412,1,"AL","HUXFORD","PO BOX","36543"
413,1,"AL","IDER","STANDARD","35981"
414,1,"AL","IRVINGTON","STANDARD","36544"
415,1,"AL","JACHIN","STANDARD","36910"
416,1,"AL","JACK","STANDARD","36346"
417,1,"AL","JACKSON","STANDARD","36545"
418,1,"AL","JACKSONS GAP","STANDARD","36861"
419,1,"AL","JACKSONVILLE","STANDARD","36265"
420,1,"AL","JASPER","STANDARD","35501"
421,1,"AL","JASPER","PO BOX","35502"
422,1,"AL","JASPER","STANDARD","35503"
423,1,"AL","JASPER","STANDARD","35504"
424,1,"AL","JEFFERSON","PO BOX","36745"
425,1,"AL","JEMISON","STANDARD","35085"
426,1,"AL","JONES","STANDARD","36749"
427,1,"AL","JOPPA","STANDARD","35087"
428,1,"AL","KANSAS","PO BOX","35573"
429,1,"AL","KELLERMAN","PO BOX","35468"
430,1,"AL","KELLYTON","STANDARD","35089"
431,1,"AL","KENNEDY","STANDARD","35574"
432,1,"AL","KENT","PO BOX","36045"
433,1,"AL","KILLEN","STANDARD","35645"
434,1,"AL","KIMBERLY","STANDARD","35091"
435,1,"AL","KINSTON","STANDARD","36453"
436,1,"AL","KNOXVILLE","STANDARD","35469"
437,1,"AL","LACEYS SPRING","STANDARD","35754"
438,1,"AL","LAFAYETTE","STANDARD","36862"
439,1,"AL","LANETT","STANDARD","36863"
440,1,"AL","LANGSTON","STANDARD","35755"
441,1,"AL","LAPINE","STANDARD","36046"
442,1,"AL","LAWLEY","STANDARD","36793"
443,1,"AL","LEEDS","STANDARD","35094"
444,1,"AL","LEESBURG","STANDARD","35983"
445,1,"AL","LEIGHTON","STANDARD","35646"
446,1,"AL","LENOX","STANDARD","36454"
447,1,"AL","LEROY","STANDARD","36548"
448,1,"AL","LESTER","STANDARD","35647"
449,1,"AL","LETOHATCHEE","STANDARD","36047"
450,1,"AL","LEXINGTON","STANDARD","35648"
451,1,"AL","LILLIAN","STANDARD","36549"
452,1,"AL","LINCOLN","STANDARD","35096"
453,1,"AL","LINDEN","STANDARD","36748"
454,1,"AL","LINEVILLE","STANDARD","36266"
455,1,"AL","LISMAN","STANDARD","36912"
456,1,"AL","LITTLE RIVER","STANDARD","36550"
457,1,"AL","LIVINGSTON","STANDARD","35470"
458,1,"AL","LOACHAPOKA","PO BOX","36865"
459,1,"AL","LOCKHART","PO BOX","36455"
460,1,"AL","LOCUST FORK","STANDARD","35097"
461,1,"AL","LOGAN","STANDARD","35098"
462,1,"AL","LOUISVILLE","STANDARD","36048"
463,1,"AL","LOWER PEACH TREE","STANDARD","36751"
464,1,"AL","LOWNDESBORO","STANDARD","36752"
465,1,"AL","LOXLEY","STANDARD","36551"
466,1,"AL","LUVERNE","STANDARD","36049"
467,1,"AL","LYNN","STANDARD","35575"
468,1,"AL","MADISON","STANDARD","35756"
469,1,"AL","MADISON","STANDARD","35757"
470,1,"AL","MADISON","STANDARD","35758"
471,1,"AL","MAGNOLIA","STANDARD","36754"
472,1,"AL","MAGNOLIA SPRINGS","STANDARD","36555"
473,1,"AL","MALCOLM","PO BOX","36556"
474,1,"AL","MALVERN","PO BOX","36349"
475,1,"AL","MAPLESVILLE","STANDARD","36750"
476,1,"AL","MARBURY","STANDARD","36051"
477,1,"AL","MARGARET","PO BOX","35112"
478,1,"AL","MARION","STANDARD","36756"
479,1,"AL","MARION JUNCTION","STANDARD","36759"
480,1,"AL","MATHEWS","STANDARD","36052"
481,1,"AL","MC CALLA","STANDARD","35111"
482,1,"AL","MC INTOSH","STANDARD","36553"
483,1,"AL","MC KENZIE","STANDARD","36456"
484,1,"AL","MC SHAN","PO BOX","35471"
485,1,"AL","MC WILLIAMS","PO BOX","36753"
486,1,"AL","MEGARGEL","PO BOX","36457"
487,1,"AL","MELVIN","STANDARD","36913"
488,1,"AL","MENTONE","STANDARD","35984"
489,1,"AL","MERIDIANVILLE","STANDARD","35759"
490,1,"AL","MEXIA","PO BOX","36458"
491,1,"AL","MIDLAND CITY","STANDARD","36350"
492,1,"AL","MIDWAY","STANDARD","36053"
493,1,"AL","MILLBROOK","STANDARD","36054"
494,1,"AL","MILLERVILLE","PO BOX","36267"
495,1,"AL","MILLPORT","STANDARD","35576"
496,1,"AL","MILLRY","STANDARD","36558"
497,1,"AL","MINTER","STANDARD","36761"
498,1,"AL","MOBILE","PO BOX","36601"
499,1,"AL","MOBILE","STANDARD","36602"
500,1,"AL","MOBILE","STANDARD","36603"
501,1,"AL","MOBILE","STANDARD","36604"
502,1,"AL","MOBILE","STANDARD","36605"
503,1,"AL","MOBILE","STANDARD","36606"
504,1,"AL","MOBILE","STANDARD","36607"
505,1,"AL","MOBILE","STANDARD","36608"
506,1,"AL","MOBILE","STANDARD","36609"
507,1,"AL","MOBILE","STANDARD","36610"
508,1,"AL","MOBILE","STANDARD","36611"
509,1,"AL","MOBILE","STANDARD","36612"
510,1,"AL","MOBILE","STANDARD","36615"
511,1,"AL","MOBILE","PO BOX","36616"
512,1,"AL","MOBILE","STANDARD","36617"
513,1,"AL","MOBILE","STANDARD","36618"
514,1,"AL","MOBILE","STANDARD","36619"
515,1,"AL","MOBILE","UNIQUE","36628"
516,1,"AL","MOBILE","PO BOX","36633"
517,1,"AL","MOBILE","PO BOX","36640"
518,1,"AL","MOBILE","PO BOX","36641"
519,1,"AL","MOBILE","UNIQUE","36644"
520,1,"AL","MOBILE","PO BOX","36652"
521,1,"AL","MOBILE","PO BOX","36660"
522,1,"AL","MOBILE","PO BOX","36663"
523,1,"AL","MOBILE","PO BOX","36670"
524,1,"AL","MOBILE","PO BOX","36671"
525,1,"AL","MOBILE","UNIQUE","36675"
526,1,"AL","MOBILE","PO BOX","36685"
527,1,"AL","MOBILE","UNIQUE","36688"
528,1,"AL","MOBILE","PO BOX","36689"
529,1,"AL","MOBILE","PO BOX","36691"
530,1,"AL","MOBILE","STANDARD","36693"
531,1,"AL","MOBILE","STANDARD","36695"
532,1,"AL","MONROEVILLE","STANDARD","36460"
533,1,"AL","MONROEVILLE","PO BOX","36461"
534,1,"AL","MONTEVALLO","STANDARD","35115"
535,1,"AL","MONTGOMERY","PO BOX","36101"
536,1,"AL","MONTGOMERY","PO BOX","36102"
537,1,"AL","MONTGOMERY","PO BOX","36103"
538,1,"AL","MONTGOMERY","STANDARD","36104"
539,1,"AL","MONTGOMERY","STANDARD","36105"
540,1,"AL","MONTGOMERY","STANDARD","36106"
