"id","zip_code","sid","default_state","default_city","default_type"
1,"00501",37,"NY","HOLTSVILLE","UNIQUE"
2,"00544",37,"NY","HOLTSVILLE","UNIQUE"
3,"00601",46,"PR","ADJUNTAS","STANDARD"
4,"00602",46,"PR","AGUADA","STANDARD"
5,"00603",46,"PR","AGUADILLA","STANDARD"
6,"00604",46,"PR","AGUADILLA","PO BOX"
7,"00605",46,"PR","AGUADILLA","PO BOX"
8,"00606",46,"PR","MARICAO","STANDARD"
9,"00610",46,"PR","ANASCO","STANDARD"
10,"00611",46,"PR","ANGELES","PO BOX"
11,"00612",46,"PR","ARECIBO","STANDARD"
12,"00613",46,"PR","ARECIBO","PO BOX"
13,"00614",46,"PR","ARECIBO","PO BOX"
14,"00616",46,"PR","BAJADERO","STANDARD"
15,"00617",46,"PR","BARCELONETA","STANDARD"
16,"00622",46,"PR","BOQUERON","STANDARD"
17,"00623",46,"PR","CABO ROJO","STANDARD"
18,"00624",46,"PR","PENUELAS","STANDARD"
19,"00627",46,"PR","CAMUY","STANDARD"
20,"00631",46,"PR","CASTANER","PO BOX"
21,"00636",46,"PR","ROSARIO","PO BOX"
22,"00637",46,"PR","SABANA GRANDE","STANDARD"
23,"00638",46,"PR","CIALES","STANDARD"
24,"00641",46,"PR","UTUADO","STANDARD"
25,"00646",46,"PR","DORADO","STANDARD"
26,"00647",46,"PR","ENSENADA","STANDARD"
27,"00650",46,"PR","FLORIDA","STANDARD"
28,"00652",46,"PR","GARROCHALES","STANDARD"
29,"00653",46,"PR","GUANICA","STANDARD"
30,"00656",46,"PR","GUAYANILLA","STANDARD"
31,"00659",46,"PR","HATILLO","STANDARD"
32,"00660",46,"PR","HORMIGUEROS","STANDARD"
33,"00662",46,"PR","ISABELA","STANDARD"
34,"00664",46,"PR","JAYUYA","STANDARD"
35,"00667",46,"PR","LAJAS","STANDARD"
36,"00669",46,"PR","LARES","STANDARD"
37,"00670",46,"PR","LAS MARIAS","STANDARD"
38,"00674",46,"PR","MANATI","STANDARD"
39,"00676",46,"PR","MOCA","STANDARD"
40,"00677",46,"PR","RINCON","STANDARD"
41,"00678",46,"PR","QUEBRADILLAS","STANDARD"
42,"00680",46,"PR","MAYAGUEZ","STANDARD"
43,"00681",46,"PR","MAYAGUEZ","PO BOX"
44,"00682",46,"PR","MAYAGUEZ","STANDARD"
45,"00683",46,"PR","SAN GERMAN","STANDARD"
46,"00685",46,"PR","SAN SEBASTIAN","STANDARD"
47,"00687",46,"PR","MOROVIS","STANDARD"
48,"00688",46,"PR","SABANA HOYOS","STANDARD"
49,"00690",46,"PR","SAN ANTONIO","STANDARD"
50,"00692",46,"PR","VEGA ALTA","STANDARD"
51,"00693",46,"PR","VEGA BAJA","STANDARD"
52,"00694",46,"PR","VEGA BAJA","PO BOX"
53,"00698",46,"PR","YAUCO","STANDARD"
54,"00703",46,"PR","AGUAS BUENAS","STANDARD"
55,"00704",46,"PR","AGUIRRE","STANDARD"
56,"00705",46,"PR","AIBONITO","STANDARD"
57,"00707",46,"PR","MAUNABO","STANDARD"
58,"00714",46,"PR","ARROYO","STANDARD"
59,"00715",46,"PR","MERCEDITA","STANDARD"
60,"00716",46,"PR","PONCE","STANDARD"
61,"00717",46,"PR","PONCE","STANDARD"
62,"00718",46,"PR","NAGUABO","STANDARD"
63,"00719",46,"PR","NARANJITO","STANDARD"
64,"00720",46,"PR","OROCOVIS","STANDARD"
65,"00721",46,"PR","PALMER","PO BOX"
66,"00723",46,"PR","PATILLAS","STANDARD"
67,"00725",46,"PR","CAGUAS","STANDARD"
68,"00726",46,"PR","CAGUAS","PO BOX"
69,"00727",46,"PR","CAGUAS","STANDARD"
70,"00728",46,"PR","PONCE","STANDARD"
71,"00729",46,"PR","CANOVANAS","STANDARD"
72,"00730",46,"PR","PONCE","STANDARD"
73,"00731",46,"PR","PONCE","STANDARD"
74,"00732",46,"PR","PONCE","PO BOX"
75,"00733",46,"PR","PONCE","PO BOX"
76,"00734",46,"PR","PONCE","PO BOX"
77,"00735",46,"PR","CEIBA","STANDARD"
78,"00736",46,"PR","CAYEY","STANDARD"
79,"00737",46,"PR","CAYEY","PO BOX"
80,"00738",46,"PR","FAJARDO","STANDARD"
81,"00739",46,"PR","CIDRA","STANDARD"
82,"00740",46,"PR","PUERTO REAL","STANDARD"
83,"00741",46,"PR","PUNTA SANTIAGO","STANDARD"
84,"00742",46,"PR","ROOSEVELT ROADS","STANDARD"
85,"00744",46,"PR","RIO BLANCO","PO BOX"
86,"00745",46,"PR","RIO GRANDE","STANDARD"
87,"00751",46,"PR","SALINAS","STANDARD"
88,"00754",46,"PR","SAN LORENZO","STANDARD"
89,"00757",46,"PR","SANTA ISABEL","STANDARD"
90,"00765",46,"PR","VIEQUES","STANDARD"
91,"00766",46,"PR","VILLALBA","STANDARD"
92,"00767",46,"PR","YABUCOA","STANDARD"
93,"00769",46,"PR","COAMO","STANDARD"
94,"00771",46,"PR","LAS PIEDRAS","STANDARD"
95,"00772",46,"PR","LOIZA","STANDARD"
96,"00773",46,"PR","LUQUILLO","STANDARD"
97,"00775",46,"PR","CULEBRA","PO BOX"
98,"00777",46,"PR","JUNCOS","STANDARD"
99,"00778",46,"PR","GURABO","STANDARD"
100,"00780",46,"PR","COTO LAUREL","STANDARD"
101,"00782",46,"PR","COMERIO","STANDARD"
102,"00783",46,"PR","COROZAL","STANDARD"
103,"00784",46,"PR","GUAYAMA","STANDARD"
104,"00785",46,"PR","GUAYAMA","PO BOX"
105,"00786",46,"PR","LA PLATA","PO BOX"
106,"00791",46,"PR","HUMACAO","STANDARD"
107,"00792",46,"PR","HUMACAO","PO BOX"
108,"00794",46,"PR","BARRANQUITAS","STANDARD"
109,"00795",46,"PR","JUANA DIAZ","STANDARD"
110,"00801",54,"VI","ST THOMAS","PO BOX"
111,"00802",54,"VI","ST THOMAS","STANDARD"
112,"00803",54,"VI","ST THOMAS","PO BOX"
113,"00804",54,"VI","ST THOMAS","PO BOX"
114,"00805",54,"VI","ST THOMAS","PO BOX"
115,"00820",54,"VI","CHRISTIANSTED","STANDARD"
116,"00821",54,"VI","CHRISTIANSTED","PO BOX"
117,"00822",54,"VI","CHRISTIANSTED","PO BOX"
118,"00823",54,"VI","CHRISTIANSTED","PO BOX"
119,"00824",54,"VI","CHRISTIANSTED","PO BOX"
120,"00830",54,"VI","ST JOHN","STANDARD"
121,"00831",54,"VI","ST JOHN","PO BOX"
122,"00840",54,"VI","FREDERIKSTED","STANDARD"
123,"00841",54,"VI","FREDERIKSTED","PO BOX"
124,"00850",54,"VI","KINGSHILL","STANDARD"
125,"00851",54,"VI","KINGSHILL","PO BOX"
126,"00901",46,"PR","SAN JUAN","STANDARD"
127,"00902",46,"PR","SAN JUAN","PO BOX"
128,"00906",46,"PR","SAN JUAN","PO BOX"
129,"00907",46,"PR","SAN JUAN","STANDARD"
130,"00908",46,"PR","SAN JUAN","PO BOX"
131,"00909",46,"PR","SAN JUAN","STANDARD"
132,"00910",46,"PR","SAN JUAN","PO BOX"
133,"00911",46,"PR","SAN JUAN","STANDARD"
134,"00912",46,"PR","SAN JUAN","STANDARD"
135,"00913",46,"PR","SAN JUAN","STANDARD"
136,"00914",46,"PR","SAN JUAN","PO BOX"
137,"00915",46,"PR","SAN JUAN","STANDARD"
138,"00916",46,"PR","SAN JUAN","PO BOX"
139,"00917",46,"PR","SAN JUAN","STANDARD"
140,"00918",46,"PR","SAN JUAN","STANDARD"
141,"00919",46,"PR","SAN JUAN","PO BOX"
142,"00920",46,"PR","SAN JUAN","STANDARD"
143,"00921",46,"PR","SAN JUAN","STANDARD"
144,"00922",46,"PR","SAN JUAN","PO BOX"
145,"00923",46,"PR","SAN JUAN","STANDARD"
146,"00924",46,"PR","SAN JUAN","STANDARD"
147,"00925",46,"PR","SAN JUAN","STANDARD"
148,"00926",46,"PR","SAN JUAN","STANDARD"
149,"00927",46,"PR","SAN JUAN","STANDARD"
150,"00928",46,"PR","SAN JUAN","PO BOX"
151,"00929",46,"PR","SAN JUAN","PO BOX"
152,"00930",46,"PR","SAN JUAN","PO BOX"
153,"00931",46,"PR","SAN JUAN","PO BOX"
154,"00933",46,"PR","SAN JUAN","PO BOX"
155,"00934",46,"PR","FORT BUCHANAN","STANDARD"
156,"00935",46,"PR","SAN JUAN","UNIQUE"
157,"00936",46,"PR","SAN JUAN","PO BOX"
158,"00937",46,"PR","SAN JUAN","PO BOX"
159,"00939",46,"PR","SAN JUAN","UNIQUE"
160,"00940",46,"PR","SAN JUAN","PO BOX"
161,"00949",46,"PR","TOA BAJA","STANDARD"
162,"00950",46,"PR","TOA BAJA","PO BOX"
163,"00951",46,"PR","TOA BAJA","PO BOX"
164,"00952",46,"PR","SABANA SECA","STANDARD"
165,"00953",46,"PR","TOA ALTA","STANDARD"
166,"00954",46,"PR","TOA ALTA","PO BOX"
167,"00955",46,"PR","SAN JUAN","PO BOX"
168,"00956",46,"PR","BAYAMON","STANDARD"
169,"00957",46,"PR","BAYAMON","STANDARD"
170,"00958",46,"PR","BAYAMON","PO BOX"
171,"00959",46,"PR","BAYAMON","STANDARD"
172,"00960",46,"PR","BAYAMON","PO BOX"
173,"00961",46,"PR","BAYAMON","STANDARD"
174,"00962",46,"PR","CATANO","STANDARD"
175,"00963",46,"PR","CATANO","PO BOX"
176,"00965",46,"PR","GUAYNABO","STANDARD"
177,"00966",46,"PR","GUAYNABO","STANDARD"
178,"00968",46,"PR","GUAYNABO","STANDARD"
179,"00969",46,"PR","GUAYNABO","STANDARD"
180,"00970",46,"PR","GUAYNABO","PO BOX"
181,"00971",46,"PR","GUAYNABO","STANDARD"
182,"00975",46,"PR","SAN JUAN","UNIQUE"
183,"00976",46,"PR","TRUJILLO ALTO","STANDARD"
184,"00977",46,"PR","TRUJILLO ALTO","PO BOX"
185,"00978",46,"PR","SAINT JUST","PO BOX"
186,"00979",46,"PR","CAROLINA","STANDARD"
187,"00981",46,"PR","CAROLINA","PO BOX"
188,"00982",46,"PR","CAROLINA","STANDARD"
189,"00983",46,"PR","CAROLINA","STANDARD"
190,"00984",46,"PR","CAROLINA","PO BOX"
191,"00985",46,"PR","CAROLINA","STANDARD"
192,"00986",46,"PR","CAROLINA","PO BOX"
193,"00987",46,"PR","CAROLINA","STANDARD"
194,"00988",46,"PR","CAROLINA","PO BOX"
195,"01001",26,"MA","AGAWAM","STANDARD"
196,"01002",26,"MA","AMHERST","STANDARD"
197,"01003",26,"MA","AMHERST","STANDARD"
198,"01004",26,"MA","AMHERST","PO BOX"
199,"01005",26,"MA","BARRE","STANDARD"
200,"01007",26,"MA","BELCHERTOWN","STANDARD"
201,"01008",26,"MA","BLANDFORD","STANDARD"
202,"01009",26,"MA","BONDSVILLE","PO BOX"
203,"01010",26,"MA","BRIMFIELD","STANDARD"
204,"01011",26,"MA","CHESTER","STANDARD"
205,"01012",26,"MA","CHESTERFIELD","STANDARD"
206,"01013",26,"MA","CHICOPEE","STANDARD"
207,"01014",26,"MA","CHICOPEE","PO BOX"
208,"01020",26,"MA","CHICOPEE","STANDARD"
209,"01021",26,"MA","CHICOPEE","PO BOX"
210,"01022",26,"MA","CHICOPEE","STANDARD"
211,"01026",26,"MA","CUMMINGTON","STANDARD"
212,"01027",26,"MA","EASTHAMPTON","STANDARD"
213,"01028",26,"MA","EAST LONGMEADOW","STANDARD"
214,"01029",26,"MA","EAST OTIS","PO BOX"
215,"01030",26,"MA","FEEDING HILLS","STANDARD"
216,"01031",26,"MA","GILBERTVILLE","STANDARD"
217,"01032",26,"MA","GOSHEN","STANDARD"
218,"01033",26,"MA","GRANBY","STANDARD"
219,"01034",26,"MA","GRANVILLE","STANDARD"
220,"01035",26,"MA","HADLEY","STANDARD"
221,"01036",26,"MA","HAMPDEN","STANDARD"
222,"01037",26,"MA","HARDWICK","PO BOX"
223,"01038",26,"MA","HATFIELD","STANDARD"
224,"01039",26,"MA","HAYDENVILLE","STANDARD"
225,"01040",26,"MA","HOLYOKE","STANDARD"
226,"01041",26,"MA","HOLYOKE","PO BOX"
227,"01050",26,"MA","HUNTINGTON","STANDARD"
228,"01053",26,"MA","LEEDS","STANDARD"
229,"01054",26,"MA","LEVERETT","STANDARD"
230,"01056",26,"MA","LUDLOW","STANDARD"
231,"01057",26,"MA","MONSON","STANDARD"
232,"01059",26,"MA","NORTH AMHERST","PO BOX"
233,"01060",26,"MA","NORTHAMPTON","STANDARD"
234,"01061",26,"MA","NORTHAMPTON","PO BOX"
235,"01062",26,"MA","FLORENCE","STANDARD"
236,"01063",26,"MA","NORTHAMPTON","UNIQUE"
237,"01066",26,"MA","NORTH HATFIELD","PO BOX"
238,"01068",26,"MA","OAKHAM","STANDARD"
239,"01069",26,"MA","PALMER","STANDARD"
240,"01070",26,"MA","PLAINFIELD","STANDARD"
241,"01071",26,"MA","RUSSELL","STANDARD"
242,"01072",26,"MA","SHUTESBURY","STANDARD"
243,"01073",26,"MA","SOUTHAMPTON","STANDARD"
244,"01074",26,"MA","SOUTH BARRE","PO BOX"
245,"01075",26,"MA","SOUTH HADLEY","STANDARD"
246,"01077",26,"MA","SOUTHWICK","STANDARD"
247,"01079",26,"MA","THORNDIKE","PO BOX"
248,"01080",26,"MA","THREE RIVERS","STANDARD"
249,"01081",26,"MA","WALES","STANDARD"
250,"01082",26,"MA","WARE","STANDARD"
251,"01083",26,"MA","WARREN","PO BOX"
252,"01084",26,"MA","WEST CHESTERFIELD","STANDARD"
253,"01085",26,"MA","WESTFIELD","STANDARD"
254,"01086",26,"MA","WESTFIELD","PO BOX"
255,"01088",26,"MA","WEST HATFIELD","STANDARD"
256,"01089",26,"MA","WEST SPRINGFIELD","STANDARD"
257,"01090",26,"MA","WEST SPRINGFIELD","PO BOX"
258,"01092",26,"MA","WEST WARREN","PO BOX"
259,"01093",26,"MA","WHATELY","PO BOX"
260,"01094",26,"MA","WHEELWRIGHT","PO BOX"
261,"01095",26,"MA","WILBRAHAM","STANDARD"
262,"01096",26,"MA","WILLIAMSBURG","STANDARD"
263,"01097",26,"MA","WORONOCO","PO BOX"
264,"01098",26,"MA","WORTHINGTON","STANDARD"
265,"01101",26,"MA","SPRINGFIELD","PO BOX"
266,"01102",26,"MA","SPRINGFIELD","PO BOX"
267,"01103",26,"MA","SPRINGFIELD","STANDARD"
268,"01104",26,"MA","SPRINGFIELD","STANDARD"
269,"01105",26,"MA","SPRINGFIELD","STANDARD"
270,"01106",26,"MA","LONGMEADOW","STANDARD"
271,"01107",26,"MA","SPRINGFIELD","STANDARD"
272,"01108",26,"MA","SPRINGFIELD","STANDARD"
273,"01109",26,"MA","SPRINGFIELD","STANDARD"
274,"01111",26,"MA","SPRINGFIELD","UNIQUE"
275,"01115",26,"MA","SPRINGFIELD","PO BOX"
276,"01116",26,"MA","LONGMEADOW","PO BOX"
277,"01118",26,"MA","SPRINGFIELD","STANDARD"
278,"01119",26,"MA","SPRINGFIELD","STANDARD"
279,"01128",26,"MA","SPRINGFIELD","STANDARD"
280,"01129",26,"MA","SPRINGFIELD","STANDARD"
281,"01138",26,"MA","SPRINGFIELD","PO BOX"
282,"01139",26,"MA","SPRINGFIELD","PO BOX"
283,"01144",26,"MA","SPRINGFIELD","STANDARD"
284,"01151",26,"MA","INDIAN ORCHARD","STANDARD"
285,"01152",26,"MA","SPRINGFIELD","STANDARD"
286,"01199",26,"MA","SPRINGFIELD","UNIQUE"
287,"01201",26,"MA","PITTSFIELD","STANDARD"
288,"01202",26,"MA","PITTSFIELD","PO BOX"
289,"01203",26,"MA","PITTSFIELD","PO BOX"
290,"01220",26,"MA","ADAMS","STANDARD"
291,"01222",26,"MA","ASHLEY FALLS","STANDARD"
292,"01223",26,"MA","BECKET","STANDARD"
293,"01224",26,"MA","BERKSHIRE","STANDARD"
294,"01225",26,"MA","CHESHIRE","STANDARD"
295,"01226",26,"MA","DALTON","STANDARD"
296,"01227",26,"MA","DALTON","PO BOX"
297,"01229",26,"MA","GLENDALE","PO BOX"
298,"01230",26,"MA","GREAT BARRINGTON","STANDARD"
299,"01235",26,"MA","HINSDALE","STANDARD"
300,"01236",26,"MA","HOUSATONIC","STANDARD"
301,"01237",26,"MA","LANESBOROUGH","STANDARD"
302,"01238",26,"MA","LEE","STANDARD"
303,"01240",26,"MA","LENOX","STANDARD"
304,"01242",26,"MA","LENOX DALE","PO BOX"
305,"01243",26,"MA","MIDDLEFIELD","PO BOX"
306,"01244",26,"MA","MILL RIVER","PO BOX"
307,"01245",26,"MA","MONTEREY","STANDARD"
308,"01247",26,"MA","NORTH ADAMS","STANDARD"
309,"01252",26,"MA","NORTH EGREMONT","STANDARD"
310,"01253",26,"MA","OTIS","STANDARD"
311,"01254",26,"MA","RICHMOND","STANDARD"
312,"01255",26,"MA","SANDISFIELD","STANDARD"
313,"01256",26,"MA","SAVOY","STANDARD"
314,"01257",26,"MA","SHEFFIELD","STANDARD"
315,"01258",26,"MA","SOUTH EGREMONT","PO BOX"
316,"01259",26,"MA","SOUTHFIELD","STANDARD"
317,"01260",26,"MA","SOUTH LEE","PO BOX"
318,"01262",26,"MA","STOCKBRIDGE","PO BOX"
319,"01263",26,"MA","STOCKBRIDGE","UNIQUE"
320,"01264",26,"MA","TYRINGHAM","PO BOX"
321,"01266",26,"MA","WEST STOCKBRIDGE","STANDARD"
322,"01267",26,"MA","WILLIAMSTOWN","STANDARD"
323,"01270",26,"MA","WINDSOR","STANDARD"
324,"01301",26,"MA","GREENFIELD","STANDARD"
325,"01302",26,"MA","GREENFIELD","PO BOX"
326,"01330",26,"MA","ASHFIELD","STANDARD"
327,"01331",26,"MA","ATHOL","STANDARD"
328,"01337",26,"MA","BERNARDSTON","STANDARD"
329,"01338",26,"MA","BUCKLAND","STANDARD"
330,"01339",26,"MA","CHARLEMONT","STANDARD"
331,"01340",26,"MA","COLRAIN","STANDARD"
332,"01341",26,"MA","CONWAY","STANDARD"
333,"01342",26,"MA","DEERFIELD","STANDARD"
334,"01343",26,"MA","DRURY","STANDARD"
335,"01344",26,"MA","ERVING","STANDARD"
336,"01346",26,"MA","HEATH","STANDARD"
337,"01347",26,"MA","LAKE PLEASANT","PO BOX"
338,"01349",26,"MA","MILLERS FALLS","STANDARD"
339,"01350",26,"MA","MONROE BRIDGE","PO BOX"
340,"01351",26,"MA","MONTAGUE","STANDARD"
341,"01354",26,"MA","GILL","STANDARD"
342,"01355",26,"MA","NEW SALEM","STANDARD"
343,"01360",26,"MA","NORTHFIELD","STANDARD"
344,"01364",26,"MA","ORANGE","STANDARD"
345,"01366",26,"MA","PETERSHAM","STANDARD"
346,"01367",26,"MA","ROWE","STANDARD"
347,"01368",26,"MA","ROYALSTON","STANDARD"
348,"01370",26,"MA","SHELBURNE FALLS","STANDARD"
349,"01373",26,"MA","SOUTH DEERFIELD","STANDARD"
350,"01375",26,"MA","SUNDERLAND","STANDARD"
351,"01376",26,"MA","TURNERS FALLS","STANDARD"
352,"01378",26,"MA","WARWICK","STANDARD"
353,"01379",26,"MA","WENDELL","STANDARD"
354,"01380",26,"MA","WENDELL DEPOT","STANDARD"
355,"01420",26,"MA","FITCHBURG","STANDARD"
356,"01430",26,"MA","ASHBURNHAM","STANDARD"
357,"01431",26,"MA","ASHBY","STANDARD"
358,"01432",26,"MA","AYER","STANDARD"
359,"01434",26,"MA","DEVENS","STANDARD"
360,"01436",26,"MA","BALDWINVILLE","STANDARD"
361,"01438",26,"MA","EAST TEMPLETON","PO BOX"
362,"01440",26,"MA","GARDNER","STANDARD"
363,"01441",26,"MA","WESTMINSTER","UNIQUE"
364,"01450",26,"MA","GROTON","STANDARD"
365,"01451",26,"MA","HARVARD","STANDARD"
366,"01452",26,"MA","HUBBARDSTON","STANDARD"
367,"01453",26,"MA","LEOMINSTER","STANDARD"
368,"01460",26,"MA","LITTLETON","STANDARD"
369,"01462",26,"MA","LUNENBURG","STANDARD"
370,"01463",26,"MA","PEPPERELL","STANDARD"
371,"01464",26,"MA","SHIRLEY","STANDARD"
372,"01467",26,"MA","STILL RIVER","PO BOX"
373,"01468",26,"MA","TEMPLETON","STANDARD"
374,"01469",26,"MA","TOWNSEND","STANDARD"
375,"01470",26,"MA","GROTON","UNIQUE"
376,"01471",26,"MA","GROTON","UNIQUE"
377,"01472",26,"MA","WEST GROTON","PO BOX"
378,"01473",26,"MA","WESTMINSTER","STANDARD"
379,"01474",26,"MA","WEST TOWNSEND","STANDARD"
380,"01475",26,"MA","WINCHENDON","STANDARD"
381,"01501",26,"MA","AUBURN","STANDARD"
382,"01503",26,"MA","BERLIN","STANDARD"
383,"01504",26,"MA","BLACKSTONE","STANDARD"
384,"01505",26,"MA","BOYLSTON","STANDARD"
385,"01506",26,"MA","BROOKFIELD","STANDARD"
386,"01507",26,"MA","CHARLTON","STANDARD"
387,"01508",26,"MA","CHARLTON CITY","PO BOX"
388,"01509",26,"MA","CHARLTON DEPOT","PO BOX"
389,"01510",26,"MA","CLINTON","STANDARD"
390,"01515",26,"MA","EAST BROOKFIELD","STANDARD"
391,"01516",26,"MA","DOUGLAS","STANDARD"
392,"01518",26,"MA","FISKDALE","STANDARD"
393,"01519",26,"MA","GRAFTON","STANDARD"
394,"01520",26,"MA","HOLDEN","STANDARD"
395,"01521",26,"MA","HOLLAND","STANDARD"
396,"01522",26,"MA","JEFFERSON","STANDARD"
397,"01523",26,"MA","LANCASTER","STANDARD"
398,"01524",26,"MA","LEICESTER","STANDARD"
399,"01525",26,"MA","LINWOOD","PO BOX"
400,"01526",26,"MA","MANCHAUG","PO BOX"
401,"01527",26,"MA","MILLBURY","STANDARD"
402,"01529",26,"MA","MILLVILLE","STANDARD"
403,"01531",26,"MA","NEW BRAINTREE","STANDARD"
404,"01532",26,"MA","NORTHBOROUGH","STANDARD"
405,"01534",26,"MA","NORTHBRIDGE","STANDARD"
406,"01535",26,"MA","NORTH BROOKFIELD","STANDARD"
407,"01536",26,"MA","NORTH GRAFTON","STANDARD"
408,"01537",26,"MA","NORTH OXFORD","STANDARD"
409,"01538",26,"MA","NORTH UXBRIDGE","PO BOX"
410,"01540",26,"MA","OXFORD","STANDARD"
411,"01541",26,"MA","PRINCETON","STANDARD"
412,"01542",26,"MA","ROCHDALE","STANDARD"
413,"01543",26,"MA","RUTLAND","STANDARD"
414,"01545",26,"MA","SHREWSBURY","STANDARD"
415,"01546",26,"MA","SHREWSBURY","UNIQUE"
416,"01550",26,"MA","SOUTHBRIDGE","STANDARD"
417,"01560",26,"MA","SOUTH GRAFTON","STANDARD"
418,"01561",26,"MA","SOUTH LANCASTER","PO BOX"
419,"01562",26,"MA","SPENCER","STANDARD"
420,"01564",26,"MA","STERLING","STANDARD"
421,"01566",26,"MA","STURBRIDGE","STANDARD"
422,"01568",26,"MA","UPTON","STANDARD"
423,"01569",26,"MA","UXBRIDGE","STANDARD"
424,"01570",26,"MA","WEBSTER","STANDARD"
425,"01571",26,"MA","DUDLEY","STANDARD"
426,"01581",26,"MA","WESTBOROUGH","STANDARD"
427,"01583",26,"MA","WEST BOYLSTON","STANDARD"
428,"01585",26,"MA","WEST BROOKFIELD","STANDARD"
429,"01586",26,"MA","WEST MILLBURY","PO BOX"
430,"01588",26,"MA","WHITINSVILLE","STANDARD"
431,"01590",26,"MA","SUTTON","STANDARD"
432,"01601",26,"MA","WORCESTER","PO BOX"
433,"01602",26,"MA","WORCESTER","STANDARD"
434,"01603",26,"MA","WORCESTER","STANDARD"
435,"01604",26,"MA","WORCESTER","STANDARD"
436,"01605",26,"MA","WORCESTER","STANDARD"
437,"01606",26,"MA","WORCESTER","STANDARD"
438,"01607",26,"MA","WORCESTER","STANDARD"
439,"01608",26,"MA","WORCESTER","STANDARD"
440,"01609",26,"MA","WORCESTER","STANDARD"
441,"01610",26,"MA","WORCESTER","STANDARD"
442,"01611",26,"MA","CHERRY VALLEY","STANDARD"
443,"01612",26,"MA","PAXTON","STANDARD"
444,"01613",26,"MA","WORCESTER","PO BOX"
445,"01614",26,"MA","WORCESTER","PO BOX"
446,"01615",26,"MA","WORCESTER","PO BOX"
447,"01653",26,"MA","WORCESTER","UNIQUE"
448,"01655",26,"MA","WORCESTER","STANDARD"
449,"01701",26,"MA","FRAMINGHAM","STANDARD"
450,"01702",26,"MA","FRAMINGHAM","STANDARD"
451,"01703",26,"MA","FRAMINGHAM","PO BOX"
452,"01704",26,"MA","FRAMINGHAM","PO BOX"
453,"01705",26,"MA","FRAMINGHAM","PO BOX"
454,"01718",26,"MA","ACTON","STANDARD"
455,"01719",26,"MA","BOXBOROUGH","STANDARD"
456,"01720",26,"MA","ACTON","STANDARD"
457,"01721",26,"MA","ASHLAND","STANDARD"
458,"01730",26,"MA","BEDFORD","STANDARD"
459,"01731",26,"MA","HANSCOM AFB","STANDARD"
460,"01740",26,"MA","BOLTON","STANDARD"
461,"01741",26,"MA","CARLISLE","STANDARD"
462,"01742",26,"MA","CONCORD","STANDARD"
463,"01745",26,"MA","FAYVILLE","STANDARD"
464,"01746",26,"MA","HOLLISTON","STANDARD"
465,"01747",26,"MA","HOPEDALE","STANDARD"
466,"01748",26,"MA","HOPKINTON","STANDARD"
467,"01749",26,"MA","HUDSON","STANDARD"
468,"01752",26,"MA","MARLBOROUGH","STANDARD"
469,"01754",26,"MA","MAYNARD","STANDARD"
470,"01756",26,"MA","MENDON","STANDARD"
471,"01757",26,"MA","MILFORD","STANDARD"
472,"01760",26,"MA","NATICK","STANDARD"
473,"01770",26,"MA","SHERBORN","STANDARD"
474,"01772",26,"MA","SOUTHBOROUGH","STANDARD"
475,"01773",26,"MA","LINCOLN","STANDARD"
476,"01775",26,"MA","STOW","STANDARD"
477,"01776",26,"MA","SUDBURY","STANDARD"
478,"01778",26,"MA","WAYLAND","STANDARD"
479,"01784",26,"MA","WOODVILLE","PO BOX"
480,"01801",26,"MA","WOBURN","STANDARD"
481,"01803",26,"MA","BURLINGTON","STANDARD"
482,"01805",26,"MA","BURLINGTON","UNIQUE"
483,"01810",26,"MA","ANDOVER","STANDARD"
484,"01812",26,"MA","ANDOVER","UNIQUE"
485,"01813",26,"MA","WOBURN","UNIQUE"
486,"01815",26,"MA","WOBURN","UNIQUE"
487,"01821",26,"MA","BILLERICA","STANDARD"
488,"01822",26,"MA","BILLERICA","PO BOX"
489,"01824",26,"MA","CHELMSFORD","STANDARD"
490,"01826",26,"MA","DRACUT","STANDARD"
491,"01827",26,"MA","DUNSTABLE","STANDARD"
492,"01830",26,"MA","HAVERHILL","STANDARD"
493,"01831",26,"MA","HAVERHILL","PO BOX"
494,"01832",26,"MA","HAVERHILL","STANDARD"
495,"01833",26,"MA","GEORGETOWN","STANDARD"
496,"01834",26,"MA","GROVELAND","STANDARD"
497,"01835",26,"MA","HAVERHILL","STANDARD"
498,"01840",26,"MA","LAWRENCE","STANDARD"
499,"01841",26,"MA","LAWRENCE","STANDARD"
500,"01842",26,"MA","LAWRENCE","PO BOX"
501,"01843",26,"MA","LAWRENCE","STANDARD"
502,"01844",26,"MA","METHUEN","STANDARD"
503,"01845",26,"MA","NORTH ANDOVER","STANDARD"
504,"01850",26,"MA","LOWELL","STANDARD"
505,"01851",26,"MA","LOWELL","STANDARD"
506,"01852",26,"MA","LOWELL","STANDARD"
507,"01853",26,"MA","LOWELL","PO BOX"
508,"01854",26,"MA","LOWELL","STANDARD"
509,"01860",26,"MA","MERRIMAC","STANDARD"
510,"01862",26,"MA","NORTH BILLERICA","STANDARD"
511,"01863",26,"MA","NORTH CHELMSFORD","STANDARD"
512,"01864",26,"MA","NORTH READING","STANDARD"
513,"01865",26,"MA","NUTTING LAKE","PO BOX"
514,"01866",26,"MA","PINEHURST","PO BOX"
515,"01867",26,"MA","READING","STANDARD"
516,"01876",26,"MA","TEWKSBURY","STANDARD"
