"id","zip_code","sid","default_state","default_city","default_type"
6210,"15778",45,"PA","TIMBLIN","STANDARD"
6211,"15779",45,"PA","TORRANCE","PO BOX"
6212,"15780",45,"PA","VALIER","STANDARD"
6213,"15781",45,"PA","WALSTON","PO BOX"
6214,"15783",45,"PA","WEST LEBANON","PO BOX"
6215,"15784",45,"PA","WORTHVILLE","STANDARD"
6216,"15801",45,"PA","DU BOIS","STANDARD"
6217,"15821",45,"PA","BENEZETT","STANDARD"
6218,"15822",45,"PA","BRANDY CAMP","STANDARD"
6219,"15823",45,"PA","BROCKPORT","STANDARD"
6220,"15824",45,"PA","BROCKWAY","STANDARD"
6221,"15825",45,"PA","BROOKVILLE","STANDARD"
6222,"15827",45,"PA","BYRNEDALE","STANDARD"
6223,"15828",45,"PA","CLARINGTON","STANDARD"
6224,"15829",45,"PA","CORSICA","STANDARD"
6225,"15831",45,"PA","DAGUS MINES","PO BOX"
6226,"15832",45,"PA","DRIFTWOOD","STANDARD"
6227,"15834",45,"PA","EMPORIUM","STANDARD"
6228,"15840",45,"PA","FALLS CREEK","STANDARD"
6229,"15841",45,"PA","FORCE","PO BOX"
6230,"15845",45,"PA","JOHNSONBURG","STANDARD"
6231,"15846",45,"PA","KERSEY","STANDARD"
6232,"15847",45,"PA","KNOX DALE","PO BOX"
6233,"15848",45,"PA","LUTHERSBURG","STANDARD"
6234,"15849",45,"PA","PENFIELD","STANDARD"
6235,"15851",45,"PA","REYNOLDSVILLE","STANDARD"
6236,"15853",45,"PA","RIDGWAY","STANDARD"
6237,"15856",45,"PA","ROCKTON","STANDARD"
6238,"15857",45,"PA","SAINT MARYS","STANDARD"
6239,"15860",45,"PA","SIGEL","STANDARD"
6240,"15861",45,"PA","SINNAMAHONING","STANDARD"
6241,"15863",45,"PA","STUMP CREEK","PO BOX"
6242,"15864",45,"PA","SUMMERVILLE","STANDARD"
6243,"15865",45,"PA","SYKESVILLE","STANDARD"
6244,"15866",45,"PA","TROUTVILLE","STANDARD"
6245,"15868",45,"PA","WEEDVILLE","STANDARD"
6246,"15870",45,"PA","WILCOX","STANDARD"
6247,"15901",45,"PA","JOHNSTOWN","STANDARD"
6248,"15902",45,"PA","JOHNSTOWN","STANDARD"
6249,"15904",45,"PA","JOHNSTOWN","STANDARD"
6250,"15905",45,"PA","JOHNSTOWN","STANDARD"
6251,"15906",45,"PA","JOHNSTOWN","STANDARD"
6252,"15907",45,"PA","JOHNSTOWN","PO BOX"
6253,"15909",45,"PA","JOHNSTOWN","STANDARD"
6254,"15915",45,"PA","JOHNSTOWN","STANDARD"
6255,"15920",45,"PA","ARMAGH","STANDARD"
6256,"15921",45,"PA","BEAVERDALE","PO BOX"
6257,"15922",45,"PA","BELSANO","PO BOX"
6258,"15923",45,"PA","BOLIVAR","STANDARD"
6259,"15924",45,"PA","CAIRNBROOK","STANDARD"
6260,"15925",45,"PA","CASSANDRA","PO BOX"
6261,"15926",45,"PA","CENTRAL CITY","STANDARD"
6262,"15927",45,"PA","COLVER","STANDARD"
6263,"15928",45,"PA","DAVIDSVILLE","STANDARD"
6264,"15929",45,"PA","DILLTOWN","PO BOX"
6265,"15930",45,"PA","DUNLO","PO BOX"
6266,"15931",45,"PA","EBENSBURG","STANDARD"
6267,"15934",45,"PA","ELTON","PO BOX"
6268,"15935",45,"PA","HOLLSOPPLE","STANDARD"
6269,"15936",45,"PA","HOOVERSVILLE","STANDARD"
6270,"15937",45,"PA","JEROME","PO BOX"
6271,"15938",45,"PA","LILLY","STANDARD"
6272,"15940",45,"PA","LORETTO","STANDARD"
6273,"15942",45,"PA","MINERAL POINT","STANDARD"
6274,"15943",45,"PA","NANTY GLO","STANDARD"
6275,"15944",45,"PA","NEW FLORENCE","STANDARD"
6276,"15945",45,"PA","PARKHILL","STANDARD"
6277,"15946",45,"PA","PORTAGE","STANDARD"
6278,"15948",45,"PA","REVLOC","PO BOX"
6279,"15949",45,"PA","ROBINSON","STANDARD"
6280,"15951",45,"PA","SAINT MICHAEL","PO BOX"
6281,"15952",45,"PA","SALIX","STANDARD"
6282,"15953",45,"PA","SEANOR","STANDARD"
6283,"15954",45,"PA","SEWARD","STANDARD"
6284,"15955",45,"PA","SIDMAN","STANDARD"
6285,"15956",45,"PA","SOUTH FORK","STANDARD"
6286,"15957",45,"PA","STRONGSTOWN","STANDARD"
6287,"15958",45,"PA","SUMMERHILL","STANDARD"
6288,"15959",45,"PA","TIRE HILL","PO BOX"
6289,"15960",45,"PA","TWIN ROCKS","PO BOX"
6290,"15961",45,"PA","VINTONDALE","STANDARD"
6291,"15962",45,"PA","WILMORE","PO BOX"
6292,"15963",45,"PA","WINDBER","STANDARD"
6293,"16001",45,"PA","BUTLER","STANDARD"
6294,"16002",45,"PA","BUTLER","STANDARD"
6295,"16003",45,"PA","BUTLER","PO BOX"
6296,"16016",45,"PA","BOYERS","UNIQUE"
6297,"16017",45,"PA","BOYERS","UNIQUE"
6298,"16018",45,"PA","BOYERS","UNIQUE"
6299,"16020",45,"PA","BOYERS","STANDARD"
6300,"16021",45,"PA","BRANCHTON","STANDARD"
6301,"16022",45,"PA","BRUIN","PO BOX"
6302,"16023",45,"PA","CABOT","STANDARD"
6303,"16024",45,"PA","CALLERY","PO BOX"
6304,"16025",45,"PA","CHICORA","STANDARD"
6305,"16027",45,"PA","CONNOQUENESSING","PO BOX"
6306,"16028",45,"PA","EAST BRADY","STANDARD"
6307,"16029",45,"PA","EAST BUTLER","PO BOX"
6308,"16030",45,"PA","EAU CLAIRE","PO BOX"
6309,"16033",45,"PA","EVANS CITY","STANDARD"
6310,"16034",45,"PA","FENELTON","STANDARD"
6311,"16035",45,"PA","FORESTVILLE","PO BOX"
6312,"16036",45,"PA","FOXBURG","PO BOX"
6313,"16037",45,"PA","HARMONY","STANDARD"
6314,"16038",45,"PA","HARRISVILLE","STANDARD"
6315,"16039",45,"PA","HERMAN","PO BOX"
6316,"16040",45,"PA","HILLIARDS","STANDARD"
6317,"16041",45,"PA","KARNS CITY","STANDARD"
6318,"16045",45,"PA","LYNDORA","STANDARD"
6319,"16046",45,"PA","MARS","STANDARD"
6320,"16048",45,"PA","NORTH WASHINGTON","PO BOX"
6321,"16049",45,"PA","PARKER","STANDARD"
6322,"16050",45,"PA","PETROLIA","STANDARD"
6323,"16051",45,"PA","PORTERSVILLE","STANDARD"
6324,"16052",45,"PA","PROSPECT","STANDARD"
6325,"16053",45,"PA","RENFREW","STANDARD"
6326,"16054",45,"PA","SAINT PETERSBURG","PO BOX"
6327,"16055",45,"PA","SARVER","STANDARD"
6328,"16056",45,"PA","SAXONBURG","STANDARD"
6329,"16057",45,"PA","SLIPPERY ROCK","STANDARD"
6330,"16058",45,"PA","TURKEY CITY","PO BOX"
6331,"16059",45,"PA","VALENCIA","STANDARD"
6332,"16061",45,"PA","WEST SUNBURY","STANDARD"
6333,"16063",45,"PA","ZELIENOPLE","STANDARD"
6334,"16066",45,"PA","CRANBERRY TOWNSHIP","STANDARD"
6335,"16101",45,"PA","NEW CASTLE","STANDARD"
6336,"16102",45,"PA","NEW CASTLE","STANDARD"
6337,"16103",45,"PA","NEW CASTLE","PO BOX"
6338,"16105",45,"PA","NEW CASTLE","STANDARD"
6339,"16107",45,"PA","NEW CASTLE","PO BOX"
6340,"16108",45,"PA","NEW CASTLE","STANDARD"
6341,"16110",45,"PA","ADAMSVILLE","STANDARD"
6342,"16111",45,"PA","ATLANTIC","STANDARD"
6343,"16112",45,"PA","BESSEMER","STANDARD"
6344,"16113",45,"PA","CLARK","PO BOX"
6345,"16114",45,"PA","CLARKS MILLS","STANDARD"
6346,"16115",45,"PA","DARLINGTON","STANDARD"
6347,"16116",45,"PA","EDINBURG","STANDARD"
6348,"16117",45,"PA","ELLWOOD CITY","STANDARD"
6349,"16120",45,"PA","ENON VALLEY","STANDARD"
6350,"16121",45,"PA","FARRELL","STANDARD"
6351,"16123",45,"PA","FOMBELL","STANDARD"
6352,"16124",45,"PA","FREDONIA","STANDARD"
6353,"16125",45,"PA","GREENVILLE","STANDARD"
6354,"16127",45,"PA","GROVE CITY","STANDARD"
6355,"16130",45,"PA","HADLEY","STANDARD"
6356,"16131",45,"PA","HARTSTOWN","STANDARD"
6357,"16132",45,"PA","HILLSVILLE","PO BOX"
6358,"16133",45,"PA","JACKSON CENTER","STANDARD"
6359,"16134",45,"PA","JAMESTOWN","STANDARD"
6360,"16136",45,"PA","KOPPEL","PO BOX"
6361,"16137",45,"PA","MERCER","STANDARD"
6362,"16140",45,"PA","NEW BEDFORD","PO BOX"
6363,"16141",45,"PA","NEW GALILEE","STANDARD"
6364,"16142",45,"PA","NEW WILMINGTON","STANDARD"
6365,"16143",45,"PA","PULASKI","STANDARD"
6366,"16145",45,"PA","SANDY LAKE","STANDARD"
6367,"16146",45,"PA","SHARON","STANDARD"
6368,"16148",45,"PA","HERMITAGE","STANDARD"
6369,"16150",45,"PA","SHARPSVILLE","STANDARD"
6370,"16151",45,"PA","SHEAKLEYVILLE","PO BOX"
6371,"16153",45,"PA","STONEBORO","STANDARD"
6372,"16154",45,"PA","TRANSFER","STANDARD"
6373,"16155",45,"PA","VILLA MARIA","PO BOX"
6374,"16156",45,"PA","VOLANT","STANDARD"
6375,"16157",45,"PA","WAMPUM","STANDARD"
6376,"16159",45,"PA","WEST MIDDLESEX","STANDARD"
6377,"16160",45,"PA","WEST PITTSBURG","PO BOX"
6378,"16161",45,"PA","WHEATLAND","PO BOX"
6379,"16172",45,"PA","NEW WILMINGTON","UNIQUE"
6380,"16201",45,"PA","KITTANNING","STANDARD"
6381,"16210",45,"PA","ADRIAN","STANDARD"
6382,"16211",45,"PA","BEYER","PO BOX"
6383,"16212",45,"PA","CADOGAN","PO BOX"
6384,"16213",45,"PA","CALLENSBURG","PO BOX"
6385,"16214",45,"PA","CLARION","STANDARD"
6386,"16217",45,"PA","COOKSBURG","STANDARD"
6387,"16218",45,"PA","COWANSVILLE","STANDARD"
6388,"16220",45,"PA","CROWN","PO BOX"
6389,"16221",45,"PA","CURLLSVILLE","PO BOX"
6390,"16222",45,"PA","DAYTON","STANDARD"
6391,"16223",45,"PA","DISTANT","PO BOX"
6392,"16224",45,"PA","FAIRMOUNT CITY","STANDARD"
6393,"16225",45,"PA","FISHER","PO BOX"
6394,"16226",45,"PA","FORD CITY","STANDARD"
6395,"16228",45,"PA","FORD CLIFF","STANDARD"
6396,"16229",45,"PA","FREEPORT","STANDARD"
6397,"16230",45,"PA","HAWTHORN","PO BOX"
6398,"16232",45,"PA","KNOX","STANDARD"
6399,"16233",45,"PA","LEEPER","STANDARD"
6400,"16234",45,"PA","LIMESTONE","PO BOX"
6401,"16235",45,"PA","LUCINDA","STANDARD"
6402,"16236",45,"PA","MC GRANN","PO BOX"
6403,"16238",45,"PA","MANORVILLE","PO BOX"
6404,"16239",45,"PA","MARIENVILLE","STANDARD"
6405,"16240",45,"PA","MAYPORT","STANDARD"
6406,"16242",45,"PA","NEW BETHLEHEM","STANDARD"
6407,"16244",45,"PA","NU MINE","PO BOX"
6408,"16245",45,"PA","OAK RIDGE","PO BOX"
6409,"16246",45,"PA","PLUMVILLE","PO BOX"
6410,"16248",45,"PA","RIMERSBURG","STANDARD"
6411,"16249",45,"PA","RURAL VALLEY","STANDARD"
6412,"16250",45,"PA","SAGAMORE","PO BOX"
6413,"16253",45,"PA","SEMINOLE","STANDARD"
6414,"16254",45,"PA","SHIPPENVILLE","STANDARD"
6415,"16255",45,"PA","SLIGO","STANDARD"
6416,"16256",45,"PA","SMICKSBURG","STANDARD"
6417,"16257",45,"PA","SNYDERSBURG","STANDARD"
6418,"16258",45,"PA","STRATTANVILLE","STANDARD"
6419,"16259",45,"PA","TEMPLETON","STANDARD"
6420,"16260",45,"PA","VOWINCKEL","STANDARD"
6421,"16261",45,"PA","WIDNOON","STANDARD"
6422,"16262",45,"PA","WORTHINGTON","STANDARD"
6423,"16263",45,"PA","YATESBORO","PO BOX"
6424,"16301",45,"PA","OIL CITY","STANDARD"
6425,"16311",45,"PA","CARLTON","STANDARD"
6426,"16312",45,"PA","CHANDLERS VALLEY","PO BOX"
6427,"16313",45,"PA","CLARENDON","STANDARD"
6428,"16314",45,"PA","COCHRANTON","STANDARD"
6429,"16316",45,"PA","CONNEAUT LAKE","STANDARD"
6430,"16317",45,"PA","COOPERSTOWN","STANDARD"
6431,"16319",45,"PA","CRANBERRY","STANDARD"
6432,"16321",45,"PA","EAST HICKORY","PO BOX"
6433,"16322",45,"PA","ENDEAVOR","PO BOX"
6434,"16323",45,"PA","FRANKLIN","STANDARD"
6435,"16326",45,"PA","FRYBURG","STANDARD"
6436,"16327",45,"PA","GUYS MILLS","STANDARD"
6437,"16328",45,"PA","HYDETOWN","PO BOX"
6438,"16329",45,"PA","IRVINE","STANDARD"
6439,"16331",45,"PA","KOSSUTH","STANDARD"
6440,"16332",45,"PA","LICKINGVILLE","STANDARD"
6441,"16333",45,"PA","LUDLOW","PO BOX"
6442,"16334",45,"PA","MARBLE","STANDARD"
6443,"16335",45,"PA","MEADVILLE","STANDARD"
6444,"16340",45,"PA","PITTSFIELD","STANDARD"
6445,"16341",45,"PA","PLEASANTVILLE","STANDARD"
6446,"16342",45,"PA","POLK","STANDARD"
6447,"16343",45,"PA","RENO","PO BOX"
6448,"16344",45,"PA","ROUSEVILLE","PO BOX"
6449,"16345",45,"PA","RUSSELL","STANDARD"
6450,"16346",45,"PA","SENECA","STANDARD"
6451,"16347",45,"PA","SHEFFIELD","STANDARD"
6452,"16350",45,"PA","SUGAR GROVE","STANDARD"
6453,"16351",45,"PA","TIDIOUTE","STANDARD"
6454,"16352",45,"PA","TIONA","PO BOX"
6455,"16353",45,"PA","TIONESTA","STANDARD"
6456,"16354",45,"PA","TITUSVILLE","STANDARD"
6457,"16360",45,"PA","TOWNVILLE","STANDARD"
6458,"16361",45,"PA","TYLERSBURG","PO BOX"
6459,"16362",45,"PA","UTICA","STANDARD"
6460,"16364",45,"PA","VENUS","STANDARD"
6461,"16365",45,"PA","WARREN","STANDARD"
6462,"16366",45,"PA","WARREN","UNIQUE"
6463,"16367",45,"PA","WARREN","UNIQUE"
6464,"16368",45,"PA","WARREN","UNIQUE"
6465,"16369",45,"PA","WARREN","UNIQUE"
6466,"16370",45,"PA","WEST HICKORY","PO BOX"
6467,"16371",45,"PA","YOUNGSVILLE","STANDARD"
6468,"16372",45,"PA","CLINTONVILLE","PO BOX"
6469,"16373",45,"PA","EMLENTON","STANDARD"
6470,"16374",45,"PA","KENNERDELL","STANDARD"
6471,"16375",45,"PA","LAMARTINE","PO BOX"
6472,"16388",45,"PA","MEADVILLE","UNIQUE"
6473,"16401",45,"PA","ALBION","STANDARD"
6474,"16402",45,"PA","BEAR LAKE","STANDARD"
6475,"16403",45,"PA","CAMBRIDGE SPRINGS","STANDARD"
6476,"16404",45,"PA","CENTERVILLE","STANDARD"
6477,"16405",45,"PA","COLUMBUS","STANDARD"
6478,"16406",45,"PA","CONNEAUTVILLE","STANDARD"
6479,"16407",45,"PA","CORRY","STANDARD"
6480,"16410",45,"PA","CRANESVILLE","STANDARD"
6481,"16411",45,"PA","EAST SPRINGFIELD","STANDARD"
6482,"16412",45,"PA","EDINBORO","STANDARD"
6483,"16413",45,"PA","ELGIN","PO BOX"
6484,"16415",45,"PA","FAIRVIEW","STANDARD"
6485,"16416",45,"PA","GARLAND","PO BOX"
6486,"16417",45,"PA","GIRARD","STANDARD"
6487,"16420",45,"PA","GRAND VALLEY","STANDARD"
6488,"16421",45,"PA","HARBORCREEK","STANDARD"
6489,"16422",45,"PA","HARMONSBURG","PO BOX"
6490,"16423",45,"PA","LAKE CITY","STANDARD"
6491,"16424",45,"PA","LINESVILLE","STANDARD"
6492,"16426",45,"PA","MC KEAN","STANDARD"
6493,"16427",45,"PA","MILL VILLAGE","PO BOX"
6494,"16428",45,"PA","NORTH EAST","STANDARD"
6495,"16430",45,"PA","NORTH SPRINGFIELD","STANDARD"
6496,"16432",45,"PA","RICEVILLE","STANDARD"
6497,"16433",45,"PA","SAEGERTOWN","STANDARD"
6498,"16434",45,"PA","SPARTANSBURG","STANDARD"
6499,"16435",45,"PA","SPRINGBORO","STANDARD"
6500,"16436",45,"PA","SPRING CREEK","STANDARD"
6501,"16438",45,"PA","UNION CITY","STANDARD"
6502,"16440",45,"PA","VENANGO","STANDARD"
6503,"16441",45,"PA","WATERFORD","STANDARD"
6504,"16442",45,"PA","WATTSBURG","STANDARD"
6505,"16443",45,"PA","WEST SPRINGFIELD","STANDARD"
6506,"16444",45,"PA","EDINBORO","UNIQUE"
6507,"16475",45,"PA","ALBION","UNIQUE"
6508,"16501",45,"PA","ERIE","STANDARD"
6509,"16502",45,"PA","ERIE","STANDARD"
6510,"16503",45,"PA","ERIE","STANDARD"
6511,"16504",45,"PA","ERIE","STANDARD"
6512,"16505",45,"PA","ERIE","STANDARD"
6513,"16506",45,"PA","ERIE","STANDARD"
6514,"16507",45,"PA","ERIE","STANDARD"
6515,"16508",45,"PA","ERIE","STANDARD"
6516,"16509",45,"PA","ERIE","STANDARD"
6517,"16510",45,"PA","ERIE","STANDARD"
6518,"16511",45,"PA","ERIE","STANDARD"
6519,"16512",45,"PA","ERIE","PO BOX"
6520,"16514",45,"PA","ERIE","PO BOX"
6521,"16515",45,"PA","ERIE","STANDARD"
6522,"16522",45,"PA","ERIE","UNIQUE"
6523,"16530",45,"PA","ERIE","UNIQUE"
6524,"16531",45,"PA","ERIE","UNIQUE"
6525,"16534",45,"PA","ERIE","UNIQUE"
6526,"16538",45,"PA","ERIE","UNIQUE"
6527,"16541",45,"PA","ERIE","UNIQUE"
6528,"16544",45,"PA","ERIE","UNIQUE"
6529,"16546",45,"PA","ERIE","UNIQUE"
6530,"16550",45,"PA","ERIE","UNIQUE"
6531,"16553",45,"PA","ERIE","UNIQUE"
6532,"16563",45,"PA","ERIE","UNIQUE"
6533,"16565",45,"PA","ERIE","STANDARD"
6534,"16601",45,"PA","ALTOONA","STANDARD"
6535,"16602",45,"PA","ALTOONA","STANDARD"
6536,"16603",45,"PA","ALTOONA","PO BOX"
6537,"16611",45,"PA","ALEXANDRIA","STANDARD"
6538,"16613",45,"PA","ASHVILLE","STANDARD"
6539,"16616",45,"PA","BECCARIA","STANDARD"
6540,"16617",45,"PA","BELLWOOD","STANDARD"
6541,"16619",45,"PA","BLANDBURG","PO BOX"
6542,"16620",45,"PA","BRISBIN","PO BOX"
6543,"16621",45,"PA","BROAD TOP","STANDARD"
6544,"16622",45,"PA","CALVIN","STANDARD"
6545,"16623",45,"PA","CASSVILLE","STANDARD"
6546,"16624",45,"PA","CHEST SPRINGS","PO BOX"
6547,"16625",45,"PA","CLAYSBURG","STANDARD"
6548,"16627",45,"PA","COALPORT","STANDARD"
6549,"16629",45,"PA","COUPON","STANDARD"
6550,"16630",45,"PA","CRESSON","STANDARD"
6551,"16631",45,"PA","CURRYVILLE","PO BOX"
6552,"16633",45,"PA","DEFIANCE","PO BOX"
6553,"16634",45,"PA","DUDLEY","PO BOX"
6554,"16635",45,"PA","DUNCANSVILLE","STANDARD"
6555,"16636",45,"PA","DYSART","STANDARD"
6556,"16637",45,"PA","EAST FREEDOM","STANDARD"
6557,"16638",45,"PA","ENTRIKEN","STANDARD"
6558,"16639",45,"PA","FALLENTIMBER","STANDARD"
6559,"16640",45,"PA","FLINTON","STANDARD"
6560,"16641",45,"PA","GALLITZIN","STANDARD"
6561,"16644",45,"PA","GLASGOW","PO BOX"
6562,"16645",45,"PA","GLEN HOPE","STANDARD"
6563,"16646",45,"PA","HASTINGS","STANDARD"
6564,"16647",45,"PA","HESSTON","STANDARD"
6565,"16648",45,"PA","HOLLIDAYSBURG","STANDARD"
6566,"16650",45,"PA","HOPEWELL","STANDARD"
6567,"16651",45,"PA","HOUTZDALE","STANDARD"
6568,"16652",45,"PA","HUNTINGDON","STANDARD"
6569,"16654",45,"PA","HUNTINGDON","UNIQUE"
6570,"16655",45,"PA","IMLER","STANDARD"
6571,"16656",45,"PA","IRVONA","STANDARD"
6572,"16657",45,"PA","JAMES CREEK","STANDARD"
6573,"16659",45,"PA","LOYSBURG","STANDARD"
6574,"16660",45,"PA","MC CONNELLSTOWN","PO BOX"
6575,"16661",45,"PA","MADERA","STANDARD"
6576,"16662",45,"PA","MARTINSBURG","STANDARD"
6577,"16663",45,"PA","MORANN","PO BOX"
6578,"16664",45,"PA","NEW ENTERPRISE","STANDARD"
6579,"16665",45,"PA","NEWRY","PO BOX"
6580,"16666",45,"PA","OSCEOLA MILLS","STANDARD"
6581,"16667",45,"PA","OSTERBURG","STANDARD"
6582,"16668",45,"PA","PATTON","STANDARD"
6583,"16669",45,"PA","PETERSBURG","STANDARD"
6584,"16670",45,"PA","QUEEN","STANDARD"
6585,"16671",45,"PA","RAMEY","PO BOX"
6586,"16672",45,"PA","RIDDLESBURG","PO BOX"
6587,"16673",45,"PA","ROARING SPRING","STANDARD"
6588,"16674",45,"PA","ROBERTSDALE","STANDARD"
6589,"16675",45,"PA","SAINT BONIFACE","PO BOX"
6590,"16677",45,"PA","SANDY RIDGE","PO BOX"
6591,"16678",45,"PA","SAXTON","STANDARD"
6592,"16679",45,"PA","SIX MILE RUN","STANDARD"
6593,"16680",45,"PA","SMITHMILL","STANDARD"
6594,"16681",45,"PA","SMOKERUN","PO BOX"
6595,"16682",45,"PA","SPROUL","STANDARD"
6596,"16683",45,"PA","SPRUCE CREEK","STANDARD"
6597,"16684",45,"PA","TIPTON","PO BOX"
6598,"16685",45,"PA","TODD","STANDARD"
6599,"16686",45,"PA","TYRONE","STANDARD"
6600,"16689",45,"PA","WATERFALL","STANDARD"
6601,"16691",45,"PA","WELLS TANNERY","STANDARD"
6602,"16692",45,"PA","WESTOVER","STANDARD"
6603,"16693",45,"PA","WILLIAMSBURG","STANDARD"
6604,"16694",45,"PA","WOOD","PO BOX"
6605,"16695",45,"PA","WOODBURY","STANDARD"
6606,"16698",45,"PA","HOUTZDALE","UNIQUE"
6607,"16699",45,"PA","CRESSON","UNIQUE"
6608,"16701",45,"PA","BRADFORD","STANDARD"
6609,"16720",45,"PA","AUSTIN","STANDARD"
6610,"16724",45,"PA","CROSBY","PO BOX"
6611,"16725",45,"PA","CUSTER CITY","PO BOX"
6612,"16726",45,"PA","CYCLONE","STANDARD"
6613,"16727",45,"PA","DERRICK CITY","STANDARD"
6614,"16728",45,"PA","DE YOUNG","STANDARD"
6615,"16729",45,"PA","DUKE CENTER","STANDARD"
6616,"16730",45,"PA","EAST SMETHPORT","PO BOX"
6617,"16731",45,"PA","ELDRED","STANDARD"
6618,"16732",45,"PA","GIFFORD","STANDARD"
6619,"16733",45,"PA","HAZEL HURST","PO BOX"
6620,"16734",45,"PA","JAMES CITY","PO BOX"
6621,"16735",45,"PA","KANE","STANDARD"
6622,"16738",45,"PA","LEWIS RUN","STANDARD"
6623,"16740",45,"PA","MOUNT JEWETT","STANDARD"
6624,"16743",45,"PA","PORT ALLEGANY","STANDARD"
6625,"16744",45,"PA","REW","STANDARD"
6626,"16745",45,"PA","RIXFORD","STANDARD"
6627,"16746",45,"PA","ROULETTE","STANDARD"
6628,"16748",45,"PA","SHINGLEHOUSE","STANDARD"
6629,"16749",45,"PA","SMETHPORT","STANDARD"
6630,"16750",45,"PA","TURTLEPOINT","STANDARD"
6631,"16801",45,"PA","STATE COLLEGE","STANDARD"
6632,"16802",45,"PA","UNIVERSITY PARK","STANDARD"
6633,"16803",45,"PA","STATE COLLEGE","STANDARD"
6634,"16804",45,"PA","STATE COLLEGE","PO BOX"
6635,"16805",45,"PA","STATE COLLEGE","PO BOX"
6636,"16820",45,"PA","AARONSBURG","STANDARD"
6637,"16821",45,"PA","ALLPORT","STANDARD"
6638,"16822",45,"PA","BEECH CREEK","STANDARD"
6639,"16823",45,"PA","BELLEFONTE","STANDARD"
6640,"16825",45,"PA","BIGLER","PO BOX"
6641,"16826",45,"PA","BLANCHARD","PO BOX"
6642,"16827",45,"PA","BOALSBURG","STANDARD"
6643,"16828",45,"PA","CENTRE HALL","STANDARD"
6644,"16829",45,"PA","CLARENCE","STANDARD"
6645,"16830",45,"PA","CLEARFIELD","STANDARD"
6646,"16832",45,"PA","COBURN","STANDARD"
6647,"16833",45,"PA","CURWENSVILLE","STANDARD"
6648,"16834",45,"PA","DRIFTING","PO BOX"
6649,"16835",45,"PA","FLEMING","PO BOX"
6650,"16836",45,"PA","FRENCHVILLE","STANDARD"
6651,"16837",45,"PA","GLEN RICHEY","STANDARD"
6652,"16838",45,"PA","GRAMPIAN","STANDARD"
6653,"16839",45,"PA","GRASSFLAT","STANDARD"
6654,"16840",45,"PA","HAWK RUN","STANDARD"
6655,"16841",45,"PA","HOWARD","STANDARD"
6656,"16843",45,"PA","HYDE","PO BOX"
6657,"16844",45,"PA","JULIAN","STANDARD"
6658,"16845",45,"PA","KARTHAUS","STANDARD"
6659,"16847",45,"PA","KYLERTOWN","PO BOX"
6660,"16848",45,"PA","LAMAR","PO BOX"
6661,"16849",45,"PA","LANSE","PO BOX"
6662,"16850",45,"PA","LECONTES MILLS","STANDARD"
6663,"16851",45,"PA","LEMONT","PO BOX"
6664,"16852",45,"PA","MADISONBURG","STANDARD"
6665,"16853",45,"PA","MILESBURG","PO BOX"
6666,"16854",45,"PA","MILLHEIM","STANDARD"
6667,"16855",45,"PA","MINERAL SPRINGS","PO BOX"
6668,"16856",45,"PA","MINGOVILLE","PO BOX"
6669,"16858",45,"PA","MORRISDALE","STANDARD"
6670,"16859",45,"PA","MOSHANNON","STANDARD"
6671,"16860",45,"PA","MUNSON","STANDARD"
6672,"16861",45,"PA","NEW MILLPORT","STANDARD"
6673,"16863",45,"PA","OLANTA","STANDARD"
6674,"16864",45,"PA","ORVISTON","STANDARD"
6675,"16865",45,"PA","PENNSYLVANIA FURNACE","STANDARD"
6676,"16866",45,"PA","PHILIPSBURG","STANDARD"
6677,"16868",45,"PA","PINE GROVE MILLS","PO BOX"
6678,"16870",45,"PA","PORT MATILDA","STANDARD"
6679,"16871",45,"PA","POTTERSDALE","STANDARD"
6680,"16872",45,"PA","REBERSBURG","STANDARD"
6681,"16873",45,"PA","SHAWVILLE","PO BOX"
6682,"16874",45,"PA","SNOW SHOE","STANDARD"
6683,"16875",45,"PA","SPRING MILLS","STANDARD"
6684,"16876",45,"PA","WALLACETON","PO BOX"
6685,"16877",45,"PA","WARRIORS MARK","STANDARD"
6686,"16878",45,"PA","WEST DECATUR","STANDARD"
6687,"16879",45,"PA","WINBURNE","STANDARD"
6688,"16881",45,"PA","WOODLAND","STANDARD"
6689,"16882",45,"PA","WOODWARD","STANDARD"
6690,"16901",45,"PA","WELLSBORO","STANDARD"
6691,"16910",45,"PA","ALBA","STANDARD"
6692,"16911",45,"PA","ARNOT","PO BOX"
6693,"16912",45,"PA","BLOSSBURG","STANDARD"
6694,"16914",45,"PA","COLUMBIA CROSS ROADS","STANDARD"
6695,"16915",45,"PA","COUDERSPORT","STANDARD"
6696,"16917",45,"PA","COVINGTON","STANDARD"
6697,"16920",45,"PA","ELKLAND","STANDARD"
6698,"16921",45,"PA","GAINES","STANDARD"
6699,"16922",45,"PA","GALETON","STANDARD"
6700,"16923",45,"PA","GENESEE","STANDARD"
6701,"16925",45,"PA","GILLETT","STANDARD"
6702,"16926",45,"PA","GRANVILLE SUMMIT","STANDARD"
6703,"16927",45,"PA","HARRISON VALLEY","STANDARD"
6704,"16928",45,"PA","KNOXVILLE","STANDARD"
6705,"16929",45,"PA","LAWRENCEVILLE","STANDARD"
6706,"16930",45,"PA","LIBERTY","STANDARD"
6707,"16932",45,"PA","MAINESBURG","STANDARD"
6708,"16933",45,"PA","MANSFIELD","STANDARD"
